Date,Open,High,Low,Close,Adj Close,Volume
2022-10-10,97.589996,97.739998,94.419998,95.160004,95.160004,9532300
2022-10-11,94.809998,95.059998,92.650002,93.099998,93.099998,8900900
2022-10-12,93.160004,94.070000,92.199997,93.410004,93.410004,6156200
2022-10-13,91.570000,96.970001,90.709999,96.639999,96.639999,11025400
2022-10-14,97.470001,98.089996,94.330002,94.449997,94.449997,8202100
2022-10-17,96.379997,97.970001,96.260002,97.330002,97.330002,7083800
2022-10-18,99.870003,100.370003,97.639999,98.480003,98.480003,8533500
2022-10-19,100.440002,101.870003,98.500000,98.989998,98.989998,11731000
2022-10-20,98.230003,100.750000,98.110001,98.589996,98.589996,8212400
2022-10-21,98.349998,102.300003,97.889999,102.040001,102.040001,10193400
2022-10-24,102.120003,103.190002,100.120003,101.720001,101.720001,8221500
2022-10-25,102.160004,104.730003,102.029999,104.360001,104.360001,7687500
2022-10-26,103.529999,107.430000,103.529999,104.629997,104.629997,9203700
2022-10-27,105.809998,106.870003,104.309998,104.440002,104.440002,8673500
2022-10-28,104.080002,106.089996,103.529999,105.949997,105.949997,7250900
2022-10-31,105.660004,106.900002,104.820000,106.540001,106.540001,8814800
2022-11-01,107.699997,108.839996,105.639999,106.000000,106.000000,7955800
2022-11-02,105.449997,106.080002,101.790001,101.820000,101.820000,9583200
2022-11-03,100.199997,100.699997,98.559998,99.250000,99.250000,8978400
2022-11-04,101.150002,101.160004,98.110001,99.580002,99.580002,11035800
2022-11-07,100.879997,101.559998,98.989998,100.430000,100.430000,11355200
2022-11-08,100.739998,101.970001,98.050003,99.900002,99.900002,27130300
2022-11-09,90.550003,91.099998,86.279999,86.750000,86.750000,62029800
2022-11-10,89.750000,90.500000,87.610001,90.459999,90.459999,36968100
2022-11-11,91.580002,95.580002,91.099998,95.010002,95.010002,22373300
2022-11-14,95.849998,96.620003,94.209999,94.279999,94.279999,20598000
2022-11-15,96.000000,97.180000,93.699997,95.510002,95.510002,15801900
2022-11-16,95.220001,95.220001,93.720001,93.949997,93.949997,11137700
2022-11-17,92.120003,92.269997,90.849998,91.449997,91.449997,12306400
2022-11-18,92.860001,93.160004,90.910004,91.800003,91.800003,10011700
2022-11-21,100.120003,100.889999,96.320000,97.580002,97.580002,70273500
2022-11-22,97.000000,97.669998,94.680000,96.209999,96.209999,25753700
2022-11-23,96.000000,99.339996,95.779999,98.879997,98.879997,15503200
2022-11-25,98.809998,99.809998,98.080002,98.870003,98.870003,6664300
2022-11-28,98.209999,99.129997,95.430000,95.690002,95.690002,13660000
2022-11-29,96.000000,96.430000,93.919998,94.690002,94.690002,13205300
2022-11-30,94.949997,97.940002,93.870003,97.870003,97.870003,15368100
2022-12-01,97.870003,98.839996,96.580002,98.589996,98.589996,13855700
2022-12-02,97.459999,99.690002,97.010002,99.430000,99.430000,12608100
2022-12-05,98.239998,99.160004,95.669998,95.930000,95.930000,10764500
2022-12-06,95.730003,96.000000,91.980003,92.290001,92.290001,11492400
2022-12-07,92.660004,92.790001,91.260002,92.150002,92.150002,10353400
2022-12-08,92.500000,93.430000,91.669998,92.550003,92.550003,9351200
2022-12-09,92.370003,94.910004,91.900002,93.379997,93.379997,10111900
2022-12-12,93.730003,94.660004,92.610001,94.660004,94.660004,14140700
2022-12-13,96.489998,97.389999,93.570000,94.699997,94.699997,22882100
2022-12-14,94.540001,95.470001,92.620003,94.150002,94.150002,11505400
2022-12-15,92.470001,93.120003,90.120003,90.489998,90.489998,15957700
2022-12-16,90.190002,91.080002,88.809998,90.080002,90.080002,26383900
2022-12-19,89.440002,89.459999,85.410004,85.779999,85.779999,19225300
2022-12-20,86.080002,87.839996,85.760002,87.019997,87.019997,14918400
2022-12-21,87.190002,88.099998,86.480003,86.919998,86.919998,11004800
2022-12-22,86.029999,86.730003,84.690002,86.669998,86.669998,15487400
2022-12-23,86.059998,88.070000,85.769997,88.010002,88.010002,11171600
2022-12-27,87.419998,87.940002,85.959999,86.370003,86.370003,11561400
2022-12-28,86.080002,86.690002,84.070000,84.169998,84.169998,12399500
2022-12-29,85.250000,88.239998,84.970001,87.180000,87.180000,13045100
2022-12-30,85.730003,87.120003,85.230003,86.879997,86.879997,23231000
2023-01-03,88.980003,89.970001,87.830002,88.970001,88.970001,14997100
2023-01-04,90.000000,92.750000,89.360001,91.980003,91.980003,14957200
2023-01-05,91.660004,92.480003,90.510002,91.919998,91.919998,11622600
2023-01-06,92.660004,94.690002,91.320000,93.919998,93.919998,9828100
2023-01-09,94.430000,95.699997,93.449997,94.769997,94.769997,11675800
2023-01-10,94.279999,95.639999,93.820000,95.559998,95.559998,6914600
2023-01-11,95.919998,96.550003,95.050003,96.330002,96.330002,8757300
2023-01-12,98.500000,100.629997,97.570000,99.809998,99.809998,19764300
2023-01-13,99.379997,99.599998,98.010002,99.400002,99.400002,12230200
2023-01-17,100.320000,100.989998,99.000000,99.910004,99.910004,14914200
2023-01-18,100.279999,101.129997,98.720001,99.040001,99.040001,11384500
2023-01-19,98.120003,99.449997,97.120003,99.080002,99.080002,10973600
2023-01-20,100.339996,103.589996,99.300003,103.480003,103.480003,14549900
2023-01-23,103.290001,105.949997,102.919998,105.690002,105.690002,11479100
2023-01-24,104.699997,108.440002,102.000000,106.000000,106.000000,8606700
2023-01-25,104.959999,108.160004,104.180000,108.120003,108.120003,10008000
2023-01-26,108.169998,109.760002,107.570000,109.699997,109.699997,9204400
2023-01-27,109.260002,110.580002,109.160004,109.540001,109.540001,10249700
2023-01-30,108.260002,108.970001,107.480003,107.589996,107.589996,8548500
2023-01-31,107.580002,108.720001,107.449997,108.489998,108.489998,8251700
2023-02-01,108.500000,109.940002,106.900002,109.389999,109.389999,9975500
2023-02-02,110.669998,113.529999,109.690002,113.209999,113.209999,13093200
2023-02-03,111.470001,113.139999,110.370003,110.709999,110.709999,12472500
2023-02-06,110.169998,110.430000,108.529999,109.870003,109.870003,11956500
2023-02-07,109.300003,112.120003,108.860001,111.629997,111.629997,10844000
2023-02-08,112.199997,113.330002,110.290001,111.779999,111.779999,27719900
2023-02-09,118.040001,118.180000,109.809998,110.360001,110.360001,46137200
2023-02-10,108.959999,109.739998,107.209999,108.059998,108.059998,15566000
2023-02-13,108.099998,108.290001,106.550003,107.660004,107.660004,12341500
2023-02-14,106.820000,108.440002,105.820000,107.660004,107.660004,10768100
2023-02-15,107.089996,109.269997,106.699997,109.239998,109.239998,8156000
2023-02-16,107.550003,108.019997,105.699997,105.830002,105.830002,9479900
2023-02-17,105.029999,105.800003,103.879997,105.220001,105.220001,9492200
2023-02-21,103.550003,103.730003,101.830002,102.089996,102.089996,10648200
2023-02-22,101.330002,102.559998,101.089996,101.680000,101.680000,9885100
2023-02-23,101.449997,102.050003,99.610001,101.730003,101.730003,10974800
2023-02-24,99.529999,100.430000,98.959999,100.300003,100.300003,8523000
2023-02-27,100.730003,101.470001,100.059998,100.449997,100.449997,6641200
2023-02-28,100.449997,100.750000,99.570000,99.610001,99.610001,8233700
2023-03-01,99.190002,99.629997,98.099998,98.540001,98.540001,7898300
2023-03-02,97.739998,99.290001,97.419998,98.919998,98.919998,7776600
2023-03-03,99.669998,101.180000,98.879997,101.139999,101.139999,7434300
2023-03-06,101.610001,102.699997,100.489998,100.660004,100.660004,6773300
2023-03-07,100.400002,100.940002,98.889999,99.059998,99.059998,6951300
2023-03-08,99.000000,99.620003,98.300003,99.300003,99.300003,5668700
2023-03-09,99.449997,100.050003,95.919998,96.139999,96.139999,8275600
2023-03-10,95.599998,95.900002,92.830002,93.570000,93.570000,13978800
2023-03-13,91.889999,94.019997,90.459999,92.599998,92.599998,11915300
2023-03-14,94.000000,94.300003,92.339996,93.360001,93.360001,10323600
2023-03-15,91.629997,93.360001,91.410004,93.099998,93.099998,9543800
2023-03-16,92.669998,94.559998,91.889999,94.290001,94.290001,9931700
2023-03-17,94.050003,94.269997,92.910004,93.199997,93.199997,12943200
2023-03-20,93.430000,94.919998,93.000000,94.220001,94.220001,6657200
2023-03-21,95.169998,96.849998,95.169998,96.540001,96.540001,7285800
2023-03-22,97.449997,97.930000,94.820000,94.900002,94.900002,8811100
2023-03-23,95.279999,97.019997,94.760002,95.830002,95.830002,9527000
2023-03-24,94.809998,95.000000,93.019997,94.080002,94.080002,9534600
2023-03-27,94.779999,96.019997,94.379997,95.620003,95.620003,7487900
2023-03-28,95.510002,96.000000,94.589996,94.820000,94.820000,5426100
2023-03-29,96.080002,96.910004,95.349998,96.870003,96.870003,5889100
2023-03-30,98.730003,98.919998,97.669998,98.099998,98.099998,7669500
2023-03-31,98.889999,100.199997,98.500000,100.129997,100.129997,8920000
2023-04-03,100.209999,100.430000,99.269997,99.760002,99.760002,7313200
2023-04-04,100.300003,100.419998,98.760002,99.570000,99.570000,6794200
2023-04-05,99.699997,100.180000,98.629997,99.910004,99.910004,7747200
2023-04-06,99.440002,100.320000,98.550003,99.970001,99.970001,7042500
2023-04-10,99.300003,100.809998,98.900002,100.809998,100.809998,8016600
2023-04-11,101.160004,101.910004,100.290001,100.419998,100.419998,7504600
2023-04-12,101.250000,102.220001,97.699997,97.940002,97.940002,9289200
